emp_no,birth_date
485754,1955-06-15
485757,1953-10-21
485761,1954-01-07
485769,1954-12-16
485773,1953-10-27
485776,1952-06-15
485777,1955-03-03
485784,1955-05-30
485786,1955-11-25
485787,1953-01-28
485790,1954-12-27
485798,1954-11-24
485802,1954-05-23
485803,1952-09-12
485806,1952-02-17
485807,1955-07-31
485810,1954-11-16
485815,1953-02-15
485820,1953-04-17
485822,1953-02-16
485841,1954-04-16
485844,1953-10-25
485846,1954-10-18
485853,1954-09-15
485857,1952-08-11
485865,1954-01-23
485873,1953-04-17
485875,1953-10-28
485880,1955-12-09
485888,1954-12-20
485891,1955-12-03
485892,1955-09-18
485893,1953-02-23
485895,1952-03-13
485897,1955-03-12
485904,1952-08-02
485907,1955-01-04
485911,1954-11-10
485912,1955-06-04
485924,1954-04-23
485926,1952-03-07
485927,1955-02-25
485932,1955-04-16
485938,1953-09-24
485940,1955-03-06
485946,1953-02-28
485948,1953-10-02
485952,1953-03-31
485967,1954-11-18
485968,1953-02-08
485973,1955-03-12
485975,1953-02-09
485982,1952-04-06
485986,1952-05-04
485988,1953-10-03
485991,1952-03-12
485997,1952-05-01
486001,1954-02-13
486010,1954-11-17
486012,1954-04-22
486024,1955-01-20
486030,1955-12-14
486044,1955-09-26
486046,1954-01-11
486049,1955-10-19
486050,1955-11-12
486054,1954-06-30
486060,1955-03-01
486062,1952-03-22
486063,1954-11-02
486067,1953-10-22
486070,1954-01-18
486071,1954-10-26
486083,1954-04-30
486085,1955-12-16
486087,1954-05-30
486096,1955-12-13
486101,1955-05-10
486104,1953-07-24
486113,1953-06-06
486118,1953-03-23
486119,1955-02-16
486123,1955-11-18
486134,1953-10-03
486136,1952-09-17
486140,1954-08-19
486143,1954-02-12
486144,1953-01-10
486147,1954-02-09
486152,1953-12-19
486153,1952-12-17
486162,1955-12-18
486166,1953-01-09
486168,1955-03-19
486171,1953-11-02
486172,1954-12-25
486174,1954-01-23
486176,1954-02-16
486179,1952-06-16
486181,1955-07-18
486184,1953-03-11
486191,1953-04-03
486198,1952-04-25
486201,1954-02-13
486203,1955-10-31
486205,1953-03-21
486206,1953-03-22
486207,1955-04-17
486208,1954-10-11
486210,1952-05-01
486212,1955-12-12
486213,1954-07-25
486215,1952-07-15
486226,1952-08-21
486234,1954-12-22
486239,1952-11-24
486246,1953-08-08
486249,1953-04-24
486253,1952-02-26
486257,1952-12-04
486261,1954-10-16
486262,1955-08-13
486266,1952-12-31
486272,1955-04-06
486278,1954-02-27
486283,1953-05-14
486284,1955-08-29
486285,1955-10-26
486287,1954-09-10
486288,1954-04-21
486295,1954-06-24
486297,1953-11-17
486305,1954-02-15
486306,1955-08-10
486307,1955-01-22
486308,1954-10-29
486315,1953-05-24
486317,1952-02-18
486318,1954-04-09
486320,1952-05-30
486321,1954-01-03
486327,1954-08-31
486329,1953-04-20
486335,1954-03-16
486337,1953-08-25
486341,1955-08-23
486345,1955-06-12
486351,1955-03-17
486356,1955-07-08
486357,1952-05-29
486360,1952-07-17
486364,1955-07-09
486366,1953-12-15
486370,1953-10-31
486372,1952-10-08
486377,1953-04-06
486384,1953-06-25
486385,1954-06-11
486387,1953-06-28
486389,1955-04-10
486392,1953-09-18
486393,1953-08-27
486400,1954-07-18
486404,1955-05-16
486407,1955-01-26
486423,1954-01-30
486425,1953-03-01
486426,1954-08-21
486428,1952-06-05
486429,1955-12-19
486434,1953-11-21
486452,1955-08-03
486454,1952-09-02
486456,1953-08-31
486463,1953-01-06
486469,1953-12-29
486472,1952-12-21
486474,1955-10-03
486477,1954-08-02
486480,1952-07-29
486481,1953-10-13
486493,1955-07-16
486496,1952-11-24
486507,1952-05-21
486509,1955-12-19
486512,1952-10-07
486516,1953-03-08
486518,1955-05-29
486519,1954-04-07
486520,1954-12-31
486522,1955-11-06
486528,1954-12-20
486531,1954-09-03
486537,1953-04-28
486540,1955-11-23
486541,1954-04-07
486544,1952-02-16
486549,1953-01-25
486550,1954-05-16
486553,1955-06-12
486561,1953-06-17
486562,1955-08-22
486566,1953-11-29
486568,1955-03-25
486582,1954-10-04
486584,1952-08-12
486586,1952-09-30
486589,1953-12-07
486592,1952-09-04
486596,1955-11-25
486602,1954-09-24
486605,1955-06-30
486608,1954-10-13
486612,1955-12-02
486619,1953-11-03
486620,1955-10-28
486628,1954-02-26
486630,1953-01-24
486631,1954-01-29
486632,1954-02-24
486639,1955-02-01
486641,1955-07-04
486651,1955-01-29
486658,1954-03-13
486662,1953-03-16
486674,1954-04-04
486679,1954-05-29
486681,1955-07-02
486684,1955-12-21
486687,1952-12-08
486690,1953-06-05
486692,1953-01-31
486693,1953-03-02
486699,1954-09-10
486703,1954-06-11
486710,1954-12-03
486714,1952-06-26
486719,1953-03-19
486720,1955-04-27
486726,1955-04-07
486734,1954-05-11
486735,1955-04-06
486737,1952-05-18
486738,1955-07-30
486740,1953-04-30
486742,1953-08-28
486745,1953-12-07
486752,1952-03-20
486753,1954-02-25
486767,1952-03-13
486775,1952-12-12
486776,1954-03-18
486777,1953-03-16
486784,1955-04-12
486787,1955-09-30
486793,1952-03-23
486795,1953-10-04
486797,1952-02-04
486809,1954-10-31
486813,1954-12-07
486818,1954-07-24
486820,1955-07-18
486826,1955-08-03
486828,1953-06-24
486829,1953-10-11
486831,1953-06-24
486835,1954-08-05
486836,1952-12-07
486840,1952-12-23
486841,1952-12-19
486849,1952-06-01
486863,1952-02-28
486869,1954-01-25
486872,1954-10-16
486876,1954-07-07
486879,1955-07-04
486883,1955-02-20
486887,1954-09-21
486888,1955-08-25
486894,1954-07-17
486895,1954-05-27
486896,1952-10-08
486900,1952-09-24
486923,1953-05-27
486925,1952-10-20
486931,1954-12-14
486936,1953-09-19
486940,1955-02-27
486943,1954-08-13
486946,1955-01-31
486952,1955-01-03
486965,1954-04-01
486966,1954-05-28
486967,1952-11-24
486969,1955-07-25
486972,1954-01-22
486974,1952-10-25
486977,1955-07-20
486978,1952-10-29
486993,1953-06-01
486999,1952-03-15
487005,1952-07-29
487007,1953-07-13
487011,1952-11-07
487014,1954-09-19
487023,1953-11-14
487050,1953-08-23
487054,1954-04-17
487058,1955-02-16
487067,1954-06-17
487071,1955-06-16
487074,1952-10-13
487075,1952-06-10
487078,1953-03-21
487090,1954-06-29
487098,1955-05-12
487103,1954-12-10
487106,1954-04-05
487108,1952-08-27
487114,1955-03-04
487121,1954-12-04
487128,1953-11-07
487130,1953-11-25
487131,1955-05-19
487132,1953-01-29
487146,1954-01-04
487149,1954-11-26
487150,1955-03-18
487151,1954-07-31
487152,1953-06-08
487154,1954-10-09
487160,1955-08-22
487161,1952-12-06
487163,1954-10-31
487164,1955-07-02
487167,1954-04-03
487169,1955-08-25
487170,1952-03-30
487172,1952-05-27
487176,1955-12-16
487182,1954-04-28
487183,1952-11-14
487191,1955-04-27
487192,1954-09-10
487194,1954-04-02
487211,1954-12-11
487219,1954-06-28
487220,1954-04-17
487222,1954-10-10
487223,1954-04-02
487226,1952-07-31
487227,1952-06-10
487231,1955-07-19
487232,1953-08-31
487239,1954-01-16
487250,1953-10-23
487256,1953-11-02
487258,1953-05-30
487259,1952-06-11
487260,1954-01-05
487265,1955-02-21
487268,1954-01-28
487272,1953-06-07
487276,1953-10-28
487280,1952-03-01
487282,1952-05-24
487283,1955-06-03
487285,1954-04-16
487286,1954-11-25
487288,1955-05-12
487294,1952-10-03
487295,1955-01-21
487299,1952-06-27
487300,1955-03-23
487304,1954-06-21
487308,1954-01-31
487311,1955-12-29
487313,1955-01-04
487316,1953-08-08
487320,1955-08-29
487330,1952-07-23
487336,1953-05-08
487350,1952-02-10
487353,1952-07-26
487356,1952-08-19
487358,1954-08-10
487359,1952-02-04
487361,1953-07-15
487372,1954-05-06
487373,1954-10-15
487374,1955-09-30
487381,1955-09-26
487382,1952-08-31
487384,1952-11-12
487385,1952-12-19
487392,1954-01-04
487393,1952-07-22
487397,1953-05-02
487401,1953-09-29
487405,1952-05-29
487409,1955-11-26
487412,1952-08-05
487414,1954-08-09
487419,1953-05-04
487422,1953-09-24
487431,1952-07-21
487437,1952-02-22
487442,1954-09-15
487444,1953-03-06
487450,1953-03-08
487454,1954-01-07
487462,1952-07-27
487472,1953-08-02
487478,1955-01-08
487482,1954-02-05
487483,1955-01-04
487495,1952-05-18
487496,1953-12-21
487502,1952-11-19
487503,1953-07-23
487508,1953-12-13
487514,1954-05-14
487517,1952-03-11
487518,1954-11-23
487522,1952-08-18
487525,1954-05-27
487529,1953-09-23
487532,1953-07-13
487536,1953-08-22
487538,1955-02-14
487542,1954-05-30
487543,1952-04-17
487549,1952-04-10
487551,1954-03-22
487552,1953-11-06
487555,1954-08-30
487564,1953-10-11
487566,1953-02-11
487567,1954-09-14
487577,1955-09-30
487579,1952-05-14
487580,1954-03-17
487582,1953-08-21
487585,1955-01-22
487589,1953-03-27
487599,1954-08-06
487601,1953-08-16
487607,1955-03-22
487611,1955-01-05
487617,1952-11-05
487630,1955-03-27
487631,1953-10-04
487633,1955-08-18
487638,1954-07-21
487640,1955-12-06
487646,1954-02-17
487649,1954-04-19
487651,1953-10-16
487652,1952-10-26
487653,1953-12-10
487655,1952-12-26
487659,1954-08-26
487663,1955-01-18
487664,1953-03-28
487667,1952-12-14
487673,1953-07-12
487674,1953-03-08
487677,1955-08-15
487684,1953-04-01
487686,1954-06-05
487692,1955-04-02
487694,1953-01-11
487697,1953-06-21
487703,1955-03-23
487706,1953-02-15
487709,1952-04-10
487710,1955-03-23
487731,1953-05-27
487732,1953-07-05
487743,1953-05-10
487748,1952-02-06
487749,1952-12-31
487758,1953-03-26
487764,1953-04-16
487765,1955-12-14
487766,1953-04-24
487770,1953-09-26
487775,1953-04-20
487778,1955-06-19
487779,1952-05-07
487780,1953-07-13
487785,1954-03-27
487789,1953-01-04
487790,1953-11-21
487792,1952-05-25
487794,1955-06-09
487795,1953-12-01
487801,1953-01-01
487804,1954-12-08
487815,1953-10-22
487818,1954-04-24
487824,1954-09-04
487825,1955-09-22
487826,1953-08-01
487831,1955-09-03
487833,1953-07-06
487837,1955-06-29
487843,1955-03-06
487844,1953-03-16
487847,1954-02-10
487849,1954-09-22
487853,1954-02-26
487859,1955-06-08
487860,1952-09-04
487862,1954-08-26
487866,1955-05-11
487867,1954-01-01
487869,1954-04-15
487871,1955-06-25
487878,1955-11-22
487884,1954-08-26
487887,1955-09-15
487891,1954-07-03
487894,1954-08-28
487900,1954-06-28
487903,1952-10-16
487904,1955-12-13
487906,1953-12-14
487908,1955-03-18
487916,1955-12-13
487917,1953-01-23
487920,1953-03-09
487941,1955-06-17
487943,1954-08-07
487946,1952-08-05
487949,1954-09-11
487950,1952-11-01
487952,1955-08-29
487953,1955-07-18
487960,1953-01-09
487972,1955-02-10
487974,1952-02-13
487978,1955-08-17
487983,1955-01-25
487984,1954-03-02
487986,1953-05-23
487987,1955-06-22
487992,1953-08-05
488001,1952-10-07
488018,1953-01-05
488039,1955-10-13
488041,1955-03-02
488043,1953-04-22
488048,1953-12-02
488049,1952-12-03
488053,1954-03-04
488057,1952-05-30
488061,1954-08-17
488062,1955-11-19
488063,1952-03-18
488066,1954-11-21
488068,1955-04-30
488074,1952-02-10
488077,1954-06-14
488104,1954-01-15
488108,1955-05-13
488114,1954-01-04
488117,1954-05-25
488121,1952-02-24
488128,1955-04-27
488131,1953-01-18
488132,1952-08-05
488137,1952-03-13
488138,1953-07-09
488140,1955-06-24
488141,1955-03-16
488144,1954-02-07
488145,1954-04-01
488149,1955-03-25
488153,1955-04-18
488154,1953-06-27
488163,1952-03-11
488164,1952-11-19
488168,1954-02-06
488172,1953-09-30
488177,1954-03-27
488180,1953-03-06
488183,1954-12-24
488184,1955-11-15
488185,1952-06-14
488189,1953-05-16
488191,1953-01-23
488192,1954-05-29
488209,1955-08-28
488217,1952-12-10
488220,1953-05-22
488222,1952-09-15
488229,1954-03-28
488234,1954-10-02
488245,1954-06-23
488246,1952-10-27
488249,1955-10-24
488255,1953-12-20
488261,1955-07-12
488263,1952-03-13
488271,1952-05-20
488273,1955-12-28
488275,1955-01-25
488279,1954-08-18
488286,1954-01-30
488301,1954-07-25
488302,1955-11-15
488304,1955-10-08
488311,1954-12-31
488316,1954-08-30
488318,1955-09-30
488320,1954-08-11
488323,1954-09-21
488327,1953-02-16
488329,1954-08-16
488332,1955-02-10
488334,1954-08-06
488335,1953-09-09
488336,1955-05-06
488338,1954-01-24
488339,1954-08-09
488346,1955-05-21
488348,1955-08-25
488360,1954-09-01
488361,1954-07-16
488362,1952-05-07
488364,1953-08-31
488368,1954-05-28
488369,1952-08-03
488375,1952-09-07
488383,1954-04-03
488391,1953-06-05
488400,1954-02-03
488407,1954-10-28
488410,1954-02-20
488413,1955-03-30
488417,1953-07-07
488420,1952-02-29
488423,1955-05-19
488424,1955-11-04
488426,1952-09-18
488436,1953-01-30
488437,1953-08-25
488442,1952-10-06
488456,1955-05-25
488460,1954-02-12
488461,1955-12-25
488472,1954-09-07
488473,1954-02-08
488474,1952-06-30
488475,1955-08-31
488477,1954-06-03
488478,1953-09-23
488485,1953-04-26
488491,1955-08-03
488492,1954-09-04
488497,1954-07-18
488500,1952-05-20
488509,1954-11-28
488512,1952-07-20
488525,1954-11-01
488526,1955-08-03
488530,1953-07-27
488535,1953-11-10
488539,1954-07-17
488541,1953-01-21
488545,1953-08-21
488554,1953-04-26
488558,1955-05-14
488563,1955-04-11
488566,1953-08-24
488569,1955-11-15
488570,1953-10-20
488572,1955-09-27
488577,1955-08-18
488579,1952-10-20
488580,1954-08-18
488586,1954-03-11
488593,1952-04-05
488594,1955-08-20
488596,1954-02-13
488605,1955-09-03
488607,1954-10-14
488616,1953-10-15
488617,1953-03-27
488625,1953-04-10
488626,1953-07-11
488627,1953-12-08
488629,1954-01-16
488630,1952-10-19
488631,1955-12-03
488635,1953-08-25
488636,1953-04-02
488637,1954-04-07
488651,1953-03-29
488652,1955-12-18
488657,1954-11-13
488659,1953-07-26
488661,1952-02-23
488663,1952-04-20
488667,1952-07-22
488672,1952-02-16
488673,1955-02-04
488674,1953-03-07
488677,1955-11-16
488681,1952-05-26
488682,1952-06-04
488683,1952-05-20
488691,1952-06-07
488697,1953-03-25
488700,1953-12-12
488705,1952-06-25
488709,1954-08-23
488710,1955-08-13
488711,1953-07-14
488715,1953-11-05
488718,1954-07-18
488721,1952-11-10
488726,1952-11-24
488733,1953-08-08
488734,1955-12-24
488738,1952-04-02
488739,1952-04-24
488740,1953-07-07
488741,1954-04-21
488746,1952-09-17
488749,1955-09-05
488751,1952-02-22
488756,1954-10-24
488758,1955-12-13
488764,1953-02-27
488767,1954-12-14
488774,1953-09-26
488776,1952-06-09
488783,1953-07-25
488791,1955-03-14
488793,1953-07-25
488794,1953-08-14
488802,1954-03-04
488806,1952-12-14
488807,1952-05-23
488813,1953-07-25
488818,1955-01-12
488819,1955-07-23
488820,1955-12-22
488821,1955-03-03
488837,1952-02-19
488843,1952-03-04
488848,1952-07-17
488857,1955-06-02
488859,1955-03-01
488865,1955-02-25
488868,1954-09-29
488874,1954-10-08
488877,1954-09-08
488881,1955-10-29
488882,1955-09-22
488886,1953-01-01
488887,1953-03-14
488894,1954-04-01
488905,1954-09-26
488907,1955-10-28
488910,1955-12-31
488913,1952-10-22
488918,1952-09-08
488928,1955-08-17
488938,1954-01-26
488940,1953-11-12
488941,1953-06-20
488943,1955-09-20
488944,1952-09-25
488946,1953-12-22
488949,1953-05-25
488956,1954-04-20
488958,1952-02-09
488961,1953-07-03
488963,1953-09-25
488968,1953-09-12
488969,1955-04-27
488971,1954-08-01
488973,1954-10-13
488974,1953-04-23
488979,1954-01-20
488980,1954-07-19
488983,1955-03-09
488988,1953-04-28
488989,1953-02-18
488995,1952-12-07
488998,1954-10-14
489001,1953-07-07
489003,1955-01-23
489005,1952-06-09
489010,1955-05-22
489015,1953-04-28
489019,1952-07-12
489035,1954-12-31
489040,1954-09-18
489043,1953-09-23
489050,1955-03-28
489051,1955-01-23
489054,1954-01-24
489060,1954-05-10
489063,1954-01-07
489077,1955-05-09
489085,1953-12-04
489088,1953-11-27
489091,1952-06-26
489094,1953-07-27
489103,1953-02-17
489104,1955-03-17
489107,1952-04-26
489108,1955-03-31
489116,1954-06-14
489117,1955-05-22
489124,1955-11-23
489126,1954-05-24
489128,1952-12-20
489130,1953-03-21
489134,1953-01-20
489136,1954-12-11
489147,1954-01-03
489151,1952-06-29
489153,1953-02-15
489154,1954-04-24
489157,1954-06-24
489162,1953-08-04
489163,1954-05-05
489166,1952-06-14
489171,1955-09-15
489175,1952-05-01
489176,1953-04-25
489205,1952-05-16
489215,1953-11-10
489218,1954-06-19
489221,1953-10-04
489225,1955-02-27
489232,1955-06-24
489243,1955-08-18
489245,1955-08-16
489249,1955-01-19
489250,1952-06-20
489251,1953-08-17
489257,1952-09-24
489259,1955-04-11
489269,1954-01-18
489280,1954-07-12
489281,1955-06-16
489285,1953-06-12
489286,1955-02-27
489287,1953-12-21
489302,1955-12-08
489318,1954-02-12
489321,1955-12-11
489325,1954-04-08
489328,1952-05-19
489329,1955-11-11
489334,1955-01-13
489340,1955-04-12
489341,1954-11-12
489346,1955-11-07
489349,1953-03-07
489350,1955-10-06
489352,1953-06-04
489360,1955-05-28
489365,1955-08-26
489367,1953-01-22
489368,1953-11-25
489370,1955-07-16
489372,1952-09-18
489377,1954-12-29
489381,1955-04-29
489382,1954-09-26
489384,1955-06-14
489389,1952-06-18
489395,1955-09-25
489397,1953-03-01
489399,1952-05-29
489405,1953-12-15
489409,1953-12-13
489410,1953-05-28
489414,1954-07-19
489420,1955-08-03
489423,1955-11-26
489425,1954-12-11
489428,1953-03-10
489430,1952-06-11
489432,1953-11-11
489433,1954-02-21
489434,1953-01-21
489436,1955-12-07
489437,1953-12-06
489440,1954-10-08
489451,1954-05-10
489452,1953-04-01
489456,1953-05-18
489461,1953-09-14
489464,1952-12-17
489466,1954-06-15
489467,1954-12-13
489471,1952-09-13
489472,1954-12-15
489485,1953-02-15
489499,1953-02-26
489500,1953-04-04
489504,1952-08-07
489508,1953-11-24
489516,1955-08-18
489518,1952-12-06
489523,1953-06-27
489526,1953-05-19
489527,1955-10-12
489528,1955-12-12
489533,1953-02-22
489534,1954-02-28
489536,1954-07-16
489541,1953-03-28
489543,1952-12-05
489560,1952-11-07
489565,1952-05-30
489568,1953-01-04
489572,1953-08-11
489581,1954-08-22
489582,1952-06-13
489583,1953-05-13
489584,1954-01-04
489595,1955-02-19
489598,1953-12-20
489601,1953-08-24
489602,1954-08-06
489615,1954-10-26
489616,1952-05-03
489618,1952-09-30
489619,1954-09-27
489620,1955-01-05
489622,1952-07-04
489626,1952-06-05
489628,1952-07-11
489638,1952-11-12
489646,1954-12-22
489656,1953-08-06
489663,1954-05-27
489666,1952-05-14
489669,1954-08-23
489672,1952-02-14
489674,1952-02-13
489677,1953-06-16
489680,1953-02-28
489681,1955-09-09
489684,1954-06-05
489688,1953-01-05
489689,1953-07-10
489692,1955-11-09
489693,1954-03-20
489702,1953-03-09
489718,1954-11-05
489723,1955-11-25
489732,1955-02-24
489734,1954-07-19
489745,1953-07-16
489751,1952-11-09
489753,1953-01-19
489758,1955-01-07
489759,1954-12-22
489764,1955-06-05
489765,1954-01-26
489767,1953-03-26
489772,1953-10-12
489777,1954-11-11
489779,1953-09-22
489782,1955-02-11
489785,1952-02-15
489790,1954-10-19
489793,1953-11-30
489799,1952-04-20
489801,1955-04-10
489803,1954-02-18
489804,1953-02-23
489805,1952-12-20
489814,1954-09-03
489823,1955-07-03
489828,1953-04-10
489829,1953-04-10
489835,1954-12-24
489841,1954-09-20
489842,1952-03-26
489847,1952-11-10
489858,1954-10-17
489860,1955-07-19
489862,1955-07-01
489880,1955-11-15
489884,1953-01-28
489885,1954-05-26
489888,1952-06-24
489889,1955-09-25
489890,1952-03-01
489891,1954-11-12
489893,1955-07-14
489899,1953-04-25
489901,1953-09-19
489909,1954-05-10
489916,1955-07-01
489921,1955-01-28
489924,1954-06-28
489931,1953-05-20
489933,1954-06-04
489946,1954-09-23
489953,1955-08-27
489969,1955-06-03
489970,1953-08-28
489972,1954-02-14
489983,1954-09-09
489985,1953-08-18
489986,1953-12-14
489988,1952-12-09
489993,1952-02-23
489995,1955-11-08
490003,1955-05-23
490010,1952-10-26
490015,1954-12-12
490017,1952-11-24
490019,1954-03-23
490028,1954-11-24
490029,1954-05-14
490037,1954-01-30
490041,1953-11-19
490042,1952-10-09
490044,1954-10-24
490065,1953-11-01
490066,1955-02-08
490069,1953-06-20
490071,1955-03-16
490074,1955-09-13
490100,1952-05-04
490101,1953-09-29
490102,1953-03-20
490104,1955-06-03
490109,1952-05-09
490123,1955-10-19
490127,1955-06-29
490130,1954-11-24
490133,1954-12-28
490139,1952-03-20
490140,1952-02-22
490141,1955-02-08
490147,1953-07-12
490149,1953-11-29
490152,1952-08-16
490159,1955-06-15
490164,1953-05-26
490165,1955-07-19
490168,1952-07-12
490171,1955-07-01
490175,1953-10-05
490181,1954-02-28
490182,1954-05-23
490183,1952-08-10
490186,1954-12-29
490193,1954-04-23
490195,1955-02-09
490201,1952-03-19
490204,1954-01-27
490205,1954-05-09
490208,1953-12-11
490214,1955-05-29
490215,1953-03-22
490218,1952-07-09
490219,1954-03-13
490220,1952-09-19
490225,1954-03-27
490226,1953-09-25
490228,1955-02-03
490231,1955-04-19
490234,1955-08-02
490241,1953-03-06
490242,1955-05-02
490243,1953-08-15
490245,1952-07-18
490249,1955-04-07
490250,1953-02-04
490251,1954-09-08
490258,1955-02-02
490263,1952-12-25
490264,1955-04-29
490268,1952-06-21
490269,1953-07-10
490270,1952-12-21
490271,1953-03-25
490273,1955-05-26
490276,1953-10-04
490281,1953-03-02
490287,1952-10-04
490297,1952-05-07
490308,1952-11-12
490310,1954-07-25
490311,1953-05-05
490312,1953-08-12
490320,1953-03-26
490324,1955-06-07
490331,1954-06-12
490337,1955-05-14
490338,1954-03-05
490344,1952-06-26
490345,1952-08-11
490346,1954-11-29
490349,1955-02-06
490353,1954-08-21
490357,1952-04-20
490361,1954-10-16
490365,1954-06-21
490373,1953-10-04
490381,1952-06-06
490383,1954-10-28
490384,1952-11-17
490387,1952-06-07
490391,1955-04-30
490397,1955-07-10
490398,1955-12-20
490401,1954-08-26
490402,1952-04-19
490406,1955-03-27
490408,1955-03-19
490410,1952-10-07
490419,1953-10-28
490420,1953-06-12
490424,1953-04-21
490429,1955-11-22
490433,1953-03-12
490437,1954-04-17
490438,1953-11-08
490442,1955-12-27
490448,1953-03-16
490452,1952-08-23
490453,1955-07-16
490454,1954-08-05
490462,1952-03-09
490467,1952-08-26
490468,1954-02-13
490474,1952-06-26
490476,1955-09-27
490484,1953-06-23
490487,1952-04-30
490494,1953-10-10
490501,1954-02-17
490510,1955-04-02
490515,1952-02-07
490518,1955-03-10
490522,1955-02-15
490537,1952-11-27
490549,1952-09-24
490552,1954-05-06
490553,1952-03-06
490559,1952-02-15
490569,1953-09-13
490572,1953-07-11
490581,1952-03-27
490582,1954-05-02
490583,1955-10-17
490586,1954-06-06
490588,1953-02-01
490590,1954-07-14
490594,1952-09-23
490600,1953-02-12
490601,1955-09-17
490604,1952-10-03
490606,1953-08-25
490608,1953-05-06
490611,1955-10-22
490614,1953-09-12
490616,1952-02-12
490617,1952-08-21
490619,1952-06-02
490623,1955-01-15
490630,1952-04-16
490634,1953-07-26
490637,1955-02-25
490640,1952-06-16
490643,1952-02-22
490649,1953-01-25
490652,1955-10-22
490653,1954-06-28
490658,1955-07-21
490660,1955-06-12
490670,1952-04-16
490673,1955-04-28
490678,1952-04-20
490684,1955-08-03
490689,1953-06-18
490698,1954-01-15
490703,1955-01-25
490710,1955-02-10
490712,1954-09-24
490713,1954-06-17
490715,1953-07-20
490717,1953-07-07
490721,1955-02-20
490724,1952-03-13
490725,1952-04-09
490730,1954-01-05
490731,1953-02-13
490732,1954-03-30
490740,1954-01-29
490750,1954-03-26
490756,1952-07-15
490757,1954-07-19
490761,1955-09-05
490763,1954-07-15
490764,1952-09-12
490769,1952-06-06
490770,1953-10-23
490776,1955-04-06
490777,1953-01-15
490784,1953-07-24
490786,1953-05-26
490789,1954-11-20
490794,1952-02-16
490799,1952-04-18
490805,1953-07-23
490813,1954-10-14
490817,1954-11-27
490820,1955-08-05
490822,1952-10-22
490828,1952-04-16
490829,1953-07-27
490833,1954-11-10
490835,1953-11-04
490850,1952-03-08
490854,1953-10-30
490855,1952-11-19
490857,1954-03-11
490858,1952-10-25
490861,1953-12-30
490864,1953-07-04
490873,1954-05-27
490875,1954-09-10
490888,1955-11-03
490890,1954-11-22
490912,1955-10-11
490913,1952-04-09
490915,1952-12-21
490923,1955-01-02
490928,1953-01-06
490929,1953-04-14
490930,1954-01-13
490934,1952-10-24
490938,1955-11-11
490939,1953-10-29
490940,1954-07-21
490942,1955-11-04
490945,1952-04-17
490948,1955-04-19
490954,1955-12-13
490959,1953-11-24
490963,1954-05-03
490966,1954-03-13
490967,1952-02-08
490978,1952-07-27
490979,1953-07-24
490982,1955-10-04
490997,1955-08-12
491000,1952-10-24
491002,1953-02-17
491003,1952-06-20
491005,1954-02-25
491008,1955-06-25
491009,1954-05-27
491020,1955-11-07
491024,1952-08-08
491025,1952-10-22
491027,1955-01-10
491028,1955-02-17
491031,1953-11-08
491034,1954-09-10
491035,1954-01-30
491044,1952-06-03
491047,1954-04-07
491048,1953-01-22
491052,1955-11-30
491053,1953-05-01
491054,1954-04-01
491058,1952-06-01
491065,1952-10-23
491073,1952-07-25
491074,1952-06-13
491077,1954-03-25
491080,1953-04-02
491081,1953-12-01
491099,1952-11-19
491110,1954-10-04
491113,1952-12-11
491115,1953-10-12
491117,1955-08-13
491123,1953-06-26
491128,1953-06-27
491130,1955-07-13
491132,1955-06-14
491135,1954-02-06
491140,1952-07-05
491143,1952-04-13
491148,1954-11-14
491149,1953-04-14
491150,1955-03-17
491152,1954-03-16
491153,1954-06-03
491156,1955-04-06
491165,1954-03-24
491168,1954-12-17
491171,1952-05-05
491172,1953-11-22
491176,1952-07-08
491177,1955-10-11
491188,1953-09-13
491192,1955-11-08
491194,1955-02-22
491195,1955-03-16
491211,1952-11-07
491212,1952-03-07
491213,1953-05-25
491217,1955-05-24
491219,1952-09-17
491222,1954-01-04
491224,1955-08-11
491226,1954-01-03
491237,1954-06-21
491247,1953-07-01
491248,1953-06-23
491251,1954-01-17
491253,1953-03-06
491261,1954-08-08
491269,1952-04-02
491275,1952-12-14
491276,1954-10-23
491278,1955-12-23
491279,1953-01-26
491280,1955-02-27
491282,1953-01-01
491287,1954-06-28
491289,1955-09-30
491303,1955-08-24
491308,1954-02-02
491309,1955-06-28
491311,1953-03-28
491313,1954-05-01
491319,1952-09-13
491323,1954-05-31
491325,1955-02-06
491326,1953-03-17
491330,1954-11-01
491333,1954-12-23
491334,1955-09-02
491339,1954-02-23
491342,1952-10-06
491344,1952-05-16
491350,1955-10-28
491362,1955-06-19
491373,1952-02-23
491374,1955-08-22
491377,1955-04-23
491380,1952-07-30
491387,1952-12-22
491391,1955-09-19
491392,1953-05-28
491397,1953-07-29
491399,1955-04-20
491406,1954-04-16
491407,1953-07-09
491408,1955-10-25
491410,1954-10-16
491412,1954-11-26
491415,1953-07-11
491417,1953-02-05
491419,1954-04-08
491425,1952-05-18
491426,1953-08-12
491428,1955-06-16
491429,1952-11-10
491432,1953-06-18
491433,1953-08-14
491435,1955-10-18
491436,1954-03-29
491442,1953-06-14
491446,1954-04-03
491458,1952-05-18
491459,1953-09-26
491461,1952-08-16
491462,1955-05-26
491465,1954-06-10
491466,1955-09-01
491474,1953-09-13
491484,1954-02-14
491486,1955-06-09
491489,1953-10-13
491493,1953-11-13
491496,1954-07-03
491497,1954-10-05
